,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
1088, November 2018,4,Domestic,Economy,Allegiant Refunded our Rental Car Expense!,"As a follow-up to my review in May 2019, documentation was provided to Allegiant and they cited in our favor sending us $175 refund for our expenses incurred from the unprofessionalism of a customer service Ticket agent. My confidence and trust with Allegiant  has been restored…",Allegiant,low-cost,USA
1089, September 2019,1,Domestic,Economy,Ended up flying United,"This was the worst flight experience that I have ever had. We were supposed to fly home Thursday but our 1:00 pm flight was delayed until 10:00 pm with an arrival time of 5:00 am. Since we were travelling with a child, that was not an option. We elected to stay an extra night…",Allegiant,low-cost,USA
1090, August 2019,4,Domestic,Economy,Getting up in price tag and service alignment,"Allegiant we try to fly when we can. The direct flights and ease of small airports is extremely nice. They are getting to where when you do one way flights the cost is higher, also the charges are bordering a line with major carriers. They have to watch the budget initiative and…",Allegiant,low-cost,USA
1091, July 2019,1,Domestic,Economy,Mr,"What a damn joke! This company fails on every level!!! For the love of Pete, save yourself from ever paying a cent with this absolutely worthless company! My flight is 8 hours late and is now undergoing a maintenance delay. The damn plane doesn’t work!!! It’s so ridiculous!!…",Allegiant,low-cost,USA
1092, September 2019,5,USA,Economy,No Frills - Great Prices,"I have flown with Allegiant Air, from Grand Forks North Dakota to Las Vegas Nevada several times over the past years. Although I am from Canada, allegiant air provides a much more reasonable and direct flight from Grand Forks to Las Vegas, even with the exchange, it’s a cheaper…",Allegiant,low-cost,USA
1093, September 2019,4,Domestic,Economy,luther24,"I enjoyed my trip coming back better then going. Going the flight was late I believe we were a half hour late arriving. I did like the way we were boarded by zone, from back to front this helped with getting seated and storing baggage. It would have been better if the same…",Allegiant,low-cost,USA
1094, September 2019,4,Domestic,Economy,Can’t beat the price!,This route is a direct route and definitely worth it!  Customer service is not great but they have great prices and if your looking for a direct flight this is perfect!  The flight is short and ease of both airports in Louisville and St. Petersburg Florida are perfect!,Allegiant,low-cost,USA
1095, September 2019,3,Domestic,Economy,Trip to Vegas With Friends,"I’m on the fence with this review.  First of all, we were supposed to leave Appleton @ 7am to arrive in Vegas before 9am.  Received 2 messages during the night that our flight was delayed until 1pm.  Finally departed by 2:40pm arriving around 5pm.  Later informed delays were due…",Allegiant,low-cost,USA
1096, September 2019,4,Domestic,Economy,My Trip To Savannah,"I have to admit, I was quite nervous about Allegiant Air, but Thankfully I was pleasantly surprised.   It was an excellent flight and there were no problems.  It was a smooth flight, check-in was fine and the plane was excellent.   Yes, the seats are a little smaller than…",Allegiant,low-cost,USA
1097, August 2019,4,Domestic,Economy,Had no problems on our departure flight and minor problems on returning,"I have flown allegiant multiple times and have never had much of an issue. Just be aware that you will pay extra for everything (seat selection, carry ons, even in flights beverage.) And unless you pay for an exit row the seats are unusually small and do not recline. Other than…",Allegiant,low-cost,USA
1098, September 2019,5,Domestic,Economy,Nice flight with exceptional attendants,Nice flight with packed plane.  Attendants were exceptional!  Everyone seemed content and attendants had a good sense of humor.,Allegiant,low-cost,USA
1099, September 2019,5,Domestic,Economy,No complaints,"Price was good, flight was on time, service was good. Overall no complaints and would definitely fly Allegiant again!",Allegiant,low-cost,USA
1100, September 2019,5,Domestic,Economy,Visiting Family,"We flew out on a Sunday morning so the flight wasn’t crowded, which was nice. The check-in was easy and we boarded & departed on time. Flight crew was awesome and the flight smooth arriving ahead of schedule. The rental cars are in a big garage 1/4 mile from the terminal but…",Allegiant,low-cost,USA
1101, June 2019,4,Domestic,Economy,"Pleasant flight, rude attendant","I fly allegiant almost monthly and never have any issues. However this most recent flight we had the displeasure of Barbara Anne as a flight attendant and I swear it is her goal to make the flight as unpleasant as possible. With her dirty looks, know it all attitude, scolding of…",Allegiant,low-cost,USA
1102, September 2019,5,Domestic,Economy,A++,"Fast one hour flight from wheels up to wheels down. Allegiant check in, flight attendants all very personable. ",Allegiant,low-cost,USA
1103, August 2019,1,Domestic,Economy,Baggage claim,"On September 26, 2019 flight from Cincinnati to New Orleans in the process my luggage was damaged. I went to baggage claim in the airport who advised me to reach out to allegiant air. I  contacted Allegiant Airlines the same day was on hold for 30 minutes before a customer…",Allegiant,low-cost,USA
1104, September 2019,4,Domestic,Economy,priced very well - add-on's get expensive.,"Functional, no frills flight. Want extras beyond the ride - pay for it. Seats were adequate for a three hour flight but not plush.",Allegiant,low-cost,USA
1105, September 2019,3,Domestic,Economy,waited on tarmac for pilots to fix computer error,Waited on tarmac for 30 minutes for pilots to attempt fix to computer Returned to gate an tech personnel fixed issue in 5 minutes.  Delay of 45 minutes caused by wrong people trying to fix a problem,Allegiant,low-cost,USA
1106, September 2019,5,Domestic,Economy,Flying High,Flight was on time. Seats are comfortable. From the time I entered the gate area all thru the flight and after disembarking we felt welcomed and totally at ease. The flight personnel were pleasant to the passengers. We never felt rushed at anytime during the planeing or…,Allegiant,low-cost,USA
1107, September 2019,3,Domestic,Economy,3 Hour Delay,The flight was 3 hours late with no explanation. We spoke with other passengers who said this is typical for Allegiant to have long delays. Very frustrating.,Allegiant,low-cost,USA
1108, September 2019,1,Domestic,Economy,"Awful service - allegiant never more !! Don’t trust , never ever !!  terrible service !","I paid in advance for my luggage, it was a carry on bag but for the rules of the company I need to pay 50 dollars (round trip) . Ok I paid without complaints, it was my first experience with allegiant as well . My first flight I was surprised discovering that I paid 25 dollars…",Allegiant,low-cost,USA
1109, August 2019,5,Domestic,Economy,Vegas to Billings and back,"Simple, no frills airline. Staff professional, aircraft clean, but be prepared to purchase everything except the toilets. We were early arriving at Billings, easy peasy",Allegiant,low-cost,USA
1110, January 2019,4,Domestic,Economy,love the non stop flight,non stop is awesome. Who really needs 2 inches of reclining anyway? Allegiant is Allegiant: everything is a la carte so remember this when  you book or expect anything. We had a great no hassle flight to and from our desitination. We will use again for sure!,Allegiant,low-cost,USA
1111, September 2019,4,Domestic,Economy,On time and an incredible value,"Yes, Allegiant is a low cost carrier but as long as you know that going in, the flights are a great value.",Allegiant,low-cost,USA
1112, June 2019,2,Domestic,Economy,Too Large For a Seatbelt,"Was on a flight back to Asheville, paid the additional fee for leg room which comes with the responsibility and being able bodied to insure passengers get off the plane in an emergency situation. A couple came in and sat in the same row as us implying they were able to react in…",Allegiant,low-cost,USA
1113, July 2019,5,Domestic,Economy,Flight as expected,Our flight was right in the heels of Dorian! We left a bit early and arrived a bit early. Our flight crew was wonderful. Each of them was friendly and courteous! Couldn’t ask for annette flight. We fly Allegiant several times a year. We’ve NEVER had a problem.,Allegiant,low-cost,USA
1114, August 2019,4,Domestic,Economy,Has value for the money ,"Yes, you pay for snacks and drinks. But they’re cheaper than at the gate. And you are limited to one free carry-on within limits. But when your flight is THAT inexpensive, it makes up for those things.  If all you want to do is get from point A to point B, no frills, and…",Allegiant,low-cost,USA
